HR,Name,DM,HD,SAO,FK5,IRFlag,r_IRFloag,Multiple,ADS,ADScomp,VarID,RAh1900,RAm1900,RAs1900,DE-1900,DEd1900,DEm1900,DEs1900,RAh,RAm,RAs,DE-,DEd,DEm,DEs,GLON,GLAT,Vmag,n_Vmag,u_Vmag,B-V,u_B-V,U-B,u_U-B ,R-I,n_R-I,SpType,n_SpType,pmRA,pmDE,n_Parallax,Parallax,RadVel,n_RadVel,l_RotVel,RotVel,u_RotVel,Dmag,Sep,MultID,MultCnt,NoteFlag
1865,11Alp Lep,BD-17 116,36673,150547,207,I,,,4146,,2128,5,28,19.1,-,17,53,38,5,32,43.8,-,17,49,20,220.95,-25.14,2.58,,,0.21,,0.23,,0.21,,F0Ib,,0.001,0.002,,0.007,24,,,13,,8.5,35.8,AB,3,*
4662,4Gam Crv,BD-16 342,106625,157176,457,I,,,,,5515,12,10,39.7,-,16,59,12,12,15,48.4,-,17,32,31,290.99,44.50,2.59,,,-0.11,,-0.34,,-0.09,,B8IIIpHgMn,,-0.161,0.023,,,-4,SB,,41,,,,,,*
4621,Del Cen,CD-50 669,105435,239689,452,,,W,,A,Del Cen,12,3,10.4,-,50,9,56,12,8,21.5,-,50,43,21,296.00,11.57,2.60,,,-0.12,,-0.90,,-0.12,,B2IVne,v,-0.034,-0.008,,0.026,11,V,,181,,1.9,268.6,AB,3,*
7194,38Zet Sgr,CD-301657,176687,187600,,I,,,11950,,,18,56,15.0,-,30,1,23,19,2,36.7,-,29,52,49,6.84,-15.35,2.60,,,0.08,,0.06,,0.01,,A2III+A4IV,,-0.015,-0.002,,0.025,22,SB,,72,,0.3,0.5,AB,3,*
4057,41Gam1Leo,BD+20 246,89484,81298,,I,,,7724,A,4823,10,14,27.6,+,20,20,51,10,19,58.3,+,19,50,30,216.55,54.65,2.61,,,1.15,,1.00,,0.62,,K1-IIIbFe-0.5,,0.306,-0.147,,0.022,-37,SB,<,17,,1.2,4.5,AB,4,*
5685,27Bet Lib,BD-08 393,135742,140430,564,I,,,,,7009,15,11,37.4,-,9,0,50,15,17,0.4,-,9,22,59,352.02,39.23,2.61,,,-0.11,,-0.36,,-0.10,,B8V,,-0.096,-0.019,,-0.003,-35,SB,,230,,,,,,*
2095,37The Aur,BD+37 138,40312,58636,,I,,,4566,,The Aur,5,52,54.1,+,37,12,21,5,59,43.3,+,37,12,45,174.34,6.73,2.62,,,-0.08,,-0.18,,-0.06,,A0pSi,,0.048,-0.081,,0.022,30,SB,,49,,4.5,3.5,AB,4,*
5984,8Bet1Sco,BD-19 430,144217,159682,597,I,,,9913,A,7424,15,59,37.2,-,19,31,54,16,5,26.2,-,19,48,20,353.19,23.60,2.62,,,-0.07,,-0.87,,-0.09,,B1V,,-0.006,-0.019,,0.009,-1,SBO,,130,,1.3,0.0,O,5,*
553,6Bet Ari,BD+20  30,11636,75012,66,I,,,,,658,1,49,6.8,+,20,19,9,1,54,38.4,+,20,48,29,142.24,-39.68,2.64,,,0.13,,0.10,,0.08,,A5V,,0.096,-0.111,,0.074,-2,SBO,,79,,,,,,*
1956,Alp Col,CD-34 237,37795,196059,215,,,W,,,2549,5,36,1.6,-,34,7,38,5,39,38.9,-,34,4,27,238.81,-28.86,2.64,,,-0.12,,-0.46,,-0.09,,B7IVe,v,0.007,-0.026,,0.001,35,V?,,176,,9.7,13.5,,,*
4786,9Bet Crv,BD-22 340,109379,180915,471,I,,,,,5729,12,29,7.9,-,22,50,37,12,34,23.2,-,23,23,48,297.87,39.31,2.65,,,0.89,,0.60,,0.44,,G5II,,0.002,-0.054,,0.034,-8,V,<,17,,,,,,*
5854,24Alp Ser,BD+06 308,140573,121157,582,I,,,9765,,,15,39,20.5,+,6,44,25,15,44,16.1,+,6,25,32,14.20,44.08,2.65,,,1.17,,1.24,,0.56,,K2IIIbCN1,,0.137,0.047,,0.053,3,V?,<,17,,8.3,58.2,AB,3,*
403,37Del Cas,BD+59  24,8538,22268,48,I,,W,,,Del Cas,1,19,16.1,+,59,42,56,1,25,49.0,+,60,14,7,127.19,-2.35,2.68,,,0.13,,0.12,,0.09,,A5III-IV,v,0.297,-0.051,,0.037,7,SB,,113,,8.7,131.7,,,*
5235,8Eta Boo,BD+19 272,121370,100766,513,I,,W,,,,13,49,55.3,+,18,53,56,13,54,41.1,+,18,23,52,5.30,73.03,2.68,,,0.58,,0.20,,0.29,,G0IV,,-0.063,-0.358,,0.108,0,SB1O,,13,,6.0,112.6,,,*
5571,Bet Lup,CD-42 985,132058,225335,552,,,,,,,14,51,58.8,-,42,43,52,14,58,31.9,-,43,8,2,326.25,13.91,2.68,,,-0.22,,-0.87,,-0.17,,B2III/IV,,-0.035,-0.039,,,0,SB,,127,,,,,,*
1577,3Iot Aur,BD+32  85,31398,57522,181,I,,,,,1778,4,50,28.7,+,33,0,28,4,56,59.6,+,33,9,58,170.59,-6.16,2.69,,,1.53,,1.78,,0.82,,K3II,,0.003,-0.018,,0.021,18,V,<,17,,,,,,*
4216,Mu  Vel,CD-48 591,93497,222321,,I,',W,,,,10,42,28.0,-,48,53,30,10,46,46.2,-,49,25,12,283.03,8.57,2.69,,,0.90,,0.57,,0.49,,G5III+G2V,,0.074,-0.048,D,0.022,6,SB,,,,3.7,1.7,,,*
4798,Alp Mus,CP-68 170,109668,251974,474,,,W,,,Alp Mus,12,31,13.0,-,68,35,4,12,37,11.0,-,69,8,8,301.66,-6.30,2.69,,,-0.20,,-0.83,,-0.24,,B2IV-V,,-0.048,-0.013,,,13,V,,147,,10.1,29.6,,,*
6508,34Ups Sco,CD-371163,158408,208896,649,,,,,,,17,23,57.8,-,37,12,57,17,30,45.8,-,37,17,45,351.27,-1.84,2.69,,,-0.22,,-0.82,,-0.23,,B2IV,,-0.001,-0.031,,,8,SB,,73,,,,,,*
2773,Pi  Pup,CD-36 348,56855,197795,278,,,W,,,3515,7,13,36.6,-,36,55,4,7,17,8.6,-,37,5,51,249.01,-11.28,2.70,,,1.62,,1.24,,0.91,,K3Ib,,-0.009,0.004,,0.032,16,,,,,5.3,69.2,,,*
5506,36Eps Boo,BD+27 241,129989,83500,,I,,,9372,A,,14,40,37.1,+,27,29,45,14,44,59.2,+,27,4,27,39.38,64.78,2.70,H,,0.97,,0.73,,0.52,,K0-II-III,,-0.049,0.021,,0.016,-17,V,,,,2.6,2.8,AB,3,*
6859,19Del Sgr,CD-291483,168454,186681,687,I,,,11264,,,18,14,35.5,-,29,52,14,18,20,59.7,-,29,49,41,3.00,-7.15,2.70,,,1.38,,1.55,,0.68,,K3-IIIa*,,0.035,-0.028,,0.047,-20,V?,,,,10.2,58.1,AD,4,*
7525,50Gam Aql,BD+10 404,186791,105223,741,I,,W,,,,19,41,30.3,+,10,22,10,19,46,15.6,+,10,36,48,48.73,-7.08,2.72,,,1.52,,1.68,,0.75,,K3II,e,0.018,-0.002,,0.016,-2,V,<,17,,8.0,132.6,,,*
6056,1Del Oph,BD-03 390,146051,141052,603,I,,W,,,7556,16,9,6.2,-,3,26,13,16,14,20.7,-,3,41,40,8.85,32.20,2.74,,,1.58,,1.96,,1.03,,M0.5III,e,-0.044,-0.143,,0.034,-20,V,,,,10.4,65.5,,,*
6132,14Eta Dra,BD+61 159,148387,17074,,I,,,10058,,7713,16,22,38.1,+,61,44,26,16,23,59.5,+,61,30,51,92.58,40.95,2.74,,,0.91,,0.70,,0.46,,G8-IIIab,,-0.017,0.061,,0.051,-14,SB?,<,17,,4.8,564.9,ABxC,3,*
5028,Iot Cen,CD-36 849,115892,204371,496,,,,,,,13,14,58.4,-,36,11,5,13,20,35.8,-,36,42,44,309.42,25.79,2.75,,,0.04,,0.03,,-0.01,,A2V,,-0.341,-0.085,,0.062,0,,,85,,,,,,
5531,9Alp2Lib,BD-15 396,130841,158840,548,I,,W,,A,6827,14,45,20.7,-,15,37,34,14,50,52.7,-,16,2,30,340.33,38.01,2.75,,,0.15,,0.09,,0.04,,A3IV,,-0.106,-0.067,,0.058,-10,SB,,84,,0.4,0.0,O,3,*
4199,The Car,CP-63 159,93030,251083,406,I,,,,,,10,39,23.3,-,63,52,14,10,42,57.4,-,64,23,40,289.60,-4.90,2.76,,,-0.22,,-1.01,,-0.23,,B0Vp,v,-0.023,0.010,,,24,SB,,151,,,,,,*
1899,44Iot Ori,BD-06 124,37043,132323,209,I,,,4193,,2334,5,30,32.4,-,5,58,32,5,35,26.0,-,5,54,36,209.52,-19.58,2.77,,,-0.24,,-1.08,,-0.20,,O9III,e,0.000,0.001,,0.025,22,SB2O,,130,,4.5,11.4,AB,3,*
6148,27Bet Her,BD+21 293,148856,84411,618,I,,W,,,7778,16,25,55.2,+,21,42,27,16,30,13.2,+,21,29,23,39.01,40.21,2.77,,,0.94,,0.69,,0.47,,G7IIIa,,-0.098,-0.015,,0.024,-26,SB1O,<,19,:,7.3,256.2,,,*
6603,60Bet Oph,BD+04 348,161096,122671,665,I,,,,,,17,38,31.9,+,4,36,32,17,43,28.4,+,4,34,2,29.21,17.19,2.77,,,1.16,,1.24,,0.57,,K2III,,-0.040,0.159,,0.033,-12,V,=<,17,,,,,,*
5776,Gam Lup,CD-40 976,138690,225938,,,,W,,,,15,28,28.5,-,40,49,50,15,35,8.5,-,41,10,1,333.19,11.89,2.78,,,-0.20,,-0.82,,-0.24,,B2IV,e,-0.015,-0.028,D,0.008,2,V,,266,,0.1,0.6,,,*
1666,67Bet Eri,BD-05 116,33111,131794,188,I,,W,,,1841,5,2,55.9,-,5,12,56,5,7,51.0,-,5,5,11,205.34,-25.31,2.79,,,0.13,,0.10,,0.08,,A3III,,-0.095,-0.081,,0.050,-9,,,179,,8.0,116.7,,,*
6536,23Bet Dra,BD+52 206,159181,30429,653,I,,,10611,,,17,28,10.3,+,52,22,31,17,30,26.0,+,52,18,5,79.58,33.31,2.79,,,0.98,,0.64,,0.48,,G2Ib-IIa,,-0.016,0.015,,0.013,-20,V,,13,,8.9,4.2,AB,3,*
98,Bet Hyi,CP-77   1,2151,255670,11,I,',,,,161,0,20,30.0,-,77,49,3,0,25,45.1,-,77,15,15,304.81,-39.77,2.80,,,0.62,,0.11,,0.34,,G2IV,,2.215,0.324,,0.153,23,,,,,,,,,*
4656,Del Cru,CP-58 418,106490,239791,455,,,,,,Del Cru,12,9,49.9,-,58,11,33,12,15,8.7,-,58,44,56,298.23,3.79,2.80,,,-0.23,,-0.91,,-0.24,,B2IV,,-0.041,-0.009,,0.003,22,V?,,194,,,,,,*
3185,15Rho Pup,CD-23 682,67523,175217,308,I,,W,,,Rho Pup,8,3,17.1,-,24,0,57,8,7,32.6,-,24,18,15,243.15,4.40,2.81,,,0.43,,0.19,,0.21,,F6IIpDel Del,e,-0.083,0.049,,0.035,46,SB,,14,,10.9,29.6,,,*
6212,40Zet Her,BD+31 288,150680,65485,,I,,,10157,,7915,16,37,30.9,+,31,47,1,16,41,17.2,+,31,36,11,52.66,40.28,2.81,,,0.65,,0.21,,0.32,,G0IV,,-0.470,0.394,,0.102,-70,SB1O,=<,10,,2.6,1.1,,,*
6913,22Lam Sgr,CD-251314,169916,186841,692,I,,,,,,18,21,47.9,-,25,28,37,18,27,58.2,-,25,25,18,7.66,-6.52,2.81,,,1.04,,0.89,,0.56,,K1+IIIb,,-0.044,-0.185,,0.053,-43,V?,,,,,,,,*
6165,23Tau Sco,CD-271101,149438,184481,620,,,,,,,16,29,39.3,-,28,0,31,16,35,53.0,-,28,12,58,351.54,12.81,2.82,,,-0.25,,-1.03,,-0.25,,B0V,,-0.008,-0.022,,0.020,2,V,,24,,,,,,*
39,88Gam Peg,BD+14   1,886,91781,7,I,',W,,,Gam Peg,0,8,5.1,+,14,37,40,0,13,14.2,+,15,11,1,109.43,-46.68,2.83,,,-0.23,,-0.87,,-0.19,,B2IV,,0.003,-0.012,,-0.002,4,SBO,,3,,8.9,163.4,AB,3,*
4932,47Eps Vir,BD+11 252,113226,100384,488,I,,W,,,6064,12,57,11.9,+,11,29,48,13,2,10.6,+,10,57,33,312.34,73.63,2.83,,,0.94,,0.73,,0.45,,G8IIIab,,-0.273,0.020,,0.043,-14,V?,<,17,,8.9,248.7,,,*
1829,9Bet Lep,BD-20 109,36079,170457,204,I,,,4066,,2008,5,23,57.6,-,20,50,21,5,28,14.7,-,20,45,34,223.56,-27.20,2.84,,,0.82,,0.46,,0.44,,G5II,,-0.004,-0.089,,0.020,-14,V?,,11,,4.5,2.6,AB,5,*
1203,44Zet Per,BD+31  66,24398,56799,144,I,,,2843,,1397,3,47,50.6,+,31,35,12,3,54,7.9,+,31,53,1,162.29,-16.69,2.85,,,0.12,,-0.77,,0.09,,B1Ib,,0.006,-0.010,,0.010,20,SB,,59,,6.5,12.9,AB,5,*
5897,Bet TrA,CP-63 372,141891,253346,589,,,W,,,,15,46,19.6,-,63,7,19,15,55,8.5,-,63,25,50,321.85,-7.52,2.85,,,0.29,,0.05,,0.15,,F2III,,-0.191,-0.398,,0.083,0,,,92,,11.0,155,,,
6461,Bet Ara,CP-55 810,157244,244725,645,I,',,,,,17,16,59.1,-,55,26,7,17,25,18.0,-,55,31,48,335.37,-11.01,2.85,,,1.46,,1.56,,0.53,E,K3Ib-IIa,,-0.008,-0.025,,0.034,0,,,,,,,,,*
591,Alp Hyi,CP-62  16,12311,248474,72,,,,,,,1,55,37.1,-,62,3,23,1,58,46.2,-,61,34,11,289.45,-53.76,2.86,,,0.28,,0.14,,0.14,,F0V,,0.264,0.027,,0.048,1,V,,153,,,,,,*
8502,Alp Tuc,CP-60 756,211416,255193,841,,,A,,,,22,11,39.2,-,60,45,29,22,18,30.1,-,60,15,35,330.22,-47.96,2.86,,,1.39,,1.54,,0.73,,K3III,,-0.072,-0.043,,0.026,42,SBO,,,,,0.1,,,*
1165,25Eta Tau,BD+23  54,23630,76199,139,I,,W,,,,3,41,32.3,+,23,47,46,3,47,29.1,+,24,6,18,166.67,-23.45,2.87,,,-0.09,,-0.34,,-0.04,,B7IIIe,,0.019,-0.046,,0.008,10,V?,,215,,1.6,0.0,O,5,*
7528,18Del Cyg,BD+44 323,186882,48796,,I,,,12880,,12380/1,19,41,50.9,+,44,53,12,19,44,58.5,+,45,7,51,78.71,10.24,2.87,,,-0.03,,-0.10,,-0.02,,B9.5IV+F1V,,0.053,0.047,,0.030,-20,SB,,149,,3.5,2.0,AB,3,*
8322,49Del Cap,BD-16 594,207098,164644,819,I,,,15314,,Del Cap,21,41,31.3,-,16,34,52,21,47,2.4,-,16,7,38,37.60,-46.01,2.87,,,0.29,,0.09,,0.17,,Am,v,0.263,-0.297,,0.087,-6,SBO,,87,,2.0,0.0,,4,*
2286,13Mu  Gem,BD+22 130,44478,78297,241,I,,,4990,,Mu  Gem,6,16,54.6,+,22,33,54,6,22,57.6,+,22,30,49,189.72,4.17,2.88,,,1.64,,1.85,,1.38,,M3IIIab,e,0.054,-0.111,,0.020,55,V?,,,,8.1,121.7,AxBC,3,*
2890,66Alp Gem,BD+32 158,60178,60198,287,I,,,6175,B,,7,28,13.0,+,32,6,27,7,34,36.0,+,31,53,19,187.44,22.48,2.88,,,0.04,,0.02,,,,A2Vm,,-0.172,-0.099,,0.067,-1,SB1O,,30,,0.9,2.0,AB,6,*
1220,45Eps Per,BD+39  89,24760,56840,147,,,,2888,,Eps Per,3,51,8.4,+,39,43,16,3,57,51.2,+,40,0,37,157.35,-10.09,2.89,,,-0.18,,-0.99,,-0.18,,B0.5V+A2V,,0.018,-0.026,,0.009,1,SB2,,153,,5.1,8.8,AB,3,*
5671,Gam TrA,CP-68 238,135382,253097,560,,,,,,7008,15,9,34.1,-,68,18,36,15,18,54.6,-,68,40,46,315.71,-9.55,2.89,,,0.00,,-0.02,,,,A1V,,-0.072,-0.031,,0.010,-3,V,,214,,,,,,
5944,6Pi  Sco,CD-251122,143018,183987,592,,,,9862,,7371,15,52,48.0,-,25,49,34,15,58,51.1,-,26,6,51,347.22,20.23,2.89,,,-0.19,,-0.91,,-0.20,,B1V+B2V,,-0.011,-0.026,,0.010,-3,SB2O,,100,:,1.2,0.0,,3,*
6084,20Sig Sco,CD-251148,147165,184336,607,I,,,10009,,Sig Sco,16,15,6.5,-,25,21,10,16,21,11.3,-,25,35,34,351.31,17.00,2.89,,,0.13,,-0.70,,0.11,,B1III,,-0.010,-0.021,,,3,SBO,,53,,2.0,0.0,O,4,*
7264,41Pi  Sgr,BD-21 527,178524,187756,720,I,,W,,,11769,19,3,49.0,-,21,10,57,19,9,45.8,-,21,1,25,15.89,-13.29,2.89,,,0.35,,0.22,,0.24,,F2II,,0.000,-0.035,,0.026,-10,,,28,,0.0,0.1,AB,3,*
2845,3Bet CMi,BD+08 177,58715,115456,285,,,W,,,Bet CMi,7,21,43.6,+,8,29,27,7,27,9.0,+,8,17,22,209.52,11.68,2.90,,,-0.09,,-0.28,,-0.06,,B8Ve,,-0.052,-0.038,,0.019,22,SB,,276,,7.8,138.7,AE,5,*
4915,12Alp2CVn,BD+39 258,112413,63257,485,I,,,8706,A,Alp2 CVn,12,51,21.0,+,38,51,30,12,56,1.7,+,38,19,6,118.29,78.77,2.90,,,-0.12,,-0.32,,-0.06,,A0pSiEuHg,,-0.234,0.056,,0.027,-3,V,,29,,2.7,19.4,,,*
8232,22Bet Aqr,BD-06 577,204867,145457,808,I,,,15050,,,21,26,17.7,-,6,0,40,21,31,33.5,-,5,34,16,48.02,-37.88,2.91,,,0.83,,0.56,,0.43,,G0Ib,,0.021,-0.008,,0.006,7,V?,,18,,7.9,35.5,AB,3,*
915,23Gam Per,BD+52  65,18925,23789,108,I,,,2324,,,2,57,32.9,+,53,6,54,3,4,47.8,+,53,30,23,142.07,-4.34,2.93,,,0.70,,0.45,,0.45,,G8III+A2V,,0.000,-0.005,,0.016,3,SB2O,=<,50,,8.6,57.0,AB,3,*
2553,Tau Pup,CD-50 241,50310,234735,263,,,,,,,6,47,27.2,-,50,29,43,6,49,56.2,-,50,36,53,260.16,-20.86,2.93,,,1.20,,1.21,,0.60,,K1III,,0.036,-0.070,,,36,SB1O,,,,,,,,*
8650,44Eta Peg,BD+29 474,215182,90734,857,I,,,16211,,14285,22,38,18.8,+,29,41,53,22,43,0.1,+,30,13,17,92.50,-24.95,2.94,,,0.86,,0.55,,0.48,,G2II-III+F0V,,0.015,-0.025,,0.017,4,SB1O,,9,,5.1,90.4,AxBC,6,*
1231,34Gam Eri,BD-13  78,25025,149283,149,I,,,2904,,Gam Eri,3,53,21.8,-,13,47,34,3,58,1.8,-,13,30,31,205.16,-44.47,2.95,,,1.59,,1.96,,1.00,,M0.5IIICa-1Cr-1,e,0.061,-0.111,,0.010,62,,,,,9.5,52.8,,,*
4757,7Del Crv,BD-15 348,108767,157323,465,I,,,8572,A,5656,12,24,41.3,-,15,57,31,12,29,51.9,-,16,30,56,295.48,46.05,2.95,,,-0.05,,-0.09,,-0.04,,B9.5V,,-0.210,-0.138,,0.024,9,V,,148,,5.3,24.4,,,*
6510,Alp Ara,CD-491151,158427,228069,651,,,W,,,8999,17,24,6.6,-,49,47,48,17,31,50.5,-,49,52,34,340.76,-8.83,2.95,,,-0.17,,-0.69,,-0.24,,B2Vne,v,-0.031,-0.070,,0.007,0,SB,,298,,8.0,55.6,,,*
8414,34Alp Aqr,BD-01 424,209750,145862,827,I,,W,,,,22,0,38.9,-,0,48,21,22,5,47.0,-,0,19,11,59.93,-42.07,2.96,,,0.98,,0.74,,0.49,,G2Ib,v,0.020,-0.010,,0.012,8,V?,<,17,,9.0,113.0,,,*
2473,27Eps Gem,BD+25 140,48329,78682,254,I,,,5381,,3183,6,37,46.7,+,25,13,49,6,43,55.9,+,25,7,52,189.54,9.63,2.98,,,1.40,,1.46,,0.61,,G8Ib,e,-0.006,-0.013,,0.017,10,SB,<,17,,6.0,110.3,,,*
3873,17Eps Leo,BD+24 212,84441,81004,367,I,,,,,4613,9,40,10.5,+,24,14,5,9,45,51.1,+,23,46,27,206.82,48.21,2.98,,,0.80,,0.47,,0.44,,G1II,,-0.046,-0.011,,0.010,4,V?,<,17,,,,,,*
1605,7Eps Aur,BD+43 116,31964,39955,183,I,,,3605,,Eps Aur,4,54,47.4,+,43,40,32,5,1,58.1,+,43,49,24,162.79,1.18,2.99,,,0.54,,0.33,,0.45,,F0Iae+B,v,-0.001,-0.004,,0.007,-3,SB1O,,29,,6.2,207.6,AE,6,*
6746,10Gam2Sgr,CD-301521,165135,209696,679,I,,,,,10173,17,59,23.0,-,30,25,31,18,5,48.5,-,30,25,27,0.92,-4.54,2.99,,,1.00,,0.77,,0.51,,K0III,,-0.053,-0.185,,0.025,22,SB,,,,,,,,*
7235,17Zet Aql,BD+13 389,177724,104461,716,I,,,12026,,11724,19,0,48.8,+,13,42,53,19,5,24.6,+,13,51,48,46.86,3.25,2.99,,,0.01,,-0.01,,0.00,,A0Vn,,-0.005,-0.096,,0.045,-25,SB,,331,,8.4,158.6,AC,3,*
622,4Bet Tri,BD+34  38,13161,55306,75,I,,,,,,2,3,35.4,+,34,30,52,2,9,32.6,+,34,59,14,140.55,-25.20,3.00,,,0.14,,0.10,,0.08,,A5III,,0.150,-0.040,,0.022,10,SB2O,,76,,,,,,*
1910,123Zet Tau,BD+21  90,37202,77336,211,I,,D,,,Zet Tau,5,31,40.0,+,21,4,54,5,37,38.7,+,21,8,33,185.69,-5.64,3.00,,,-0.19,,-0.67,,-0.10,,B4IIIpe,v,0.000,-0.021,,0.008,20,SB1O,,310,,2.0,0.0,,,*
4630,2Eps Crv,BD-21 348,105707,180531,453,I,,,,,5483,12,4,58.8,-,22,3,49,12,10,7.5,-,22,37,11,290.59,39.26,3.00,,,1.33,,1.47,,0.64,,K2.5IIIaBa0.2:,,-0.071,0.014,,0.027,5,,,,,,,,,*
5020,46Gam Hya,BD-22 355,115659,181543,495,I,,W,,,6180,13,13,29.0,-,22,38,38,13,18,55.3,-,23,10,18,311.10,39.26,3.00,,,0.92,,0.66,,0.47,,G8-IIIa,,0.064,-0.045,,0.027,-5,V?,<,17,,6.7,138.4,,,*
1122,39Del Per,BD+47  87,22928,39053,131,,,W,,,Del Per,3,35,48.1,+,47,28,4,3,42,55.5,+,47,47,15,150.28,-5.77,3.01,,,-0.13,,-0.51,,-0.11,,B5IIIe,t,0.028,-0.034,,0.016,4,SB,,259,,7.3,99.1,,,*
3890,Ups Car,CP-64 108,85123,250695,,,,W,,A,,9,44,36.1,-,64,36,29,9,47,6.1,-,65,4,19,285.04,-8.82,3.01,,,0.28,,0.18,,,,A6Ib,,-0.012,0.011,,0.027,14,,,0,,3.0,5.0,,,*
4335,52Psi UMa,BD+45 189,96833,43629,420,I,,,,,,11,4,2.6,+,45,2,28,11,9,39.8,+,44,29,55,165.80,63.23,3.01,,,1.14,,1.11,,0.57,,K1III,,-0.065,-0.028,,,-4,V?,<,19,:,,,,,
8353,Gam Gru,CD-371453,207971,213374,822,,,,,,,21,47,52.5,-,37,50,6,21,53,55.7,-,37,21,54,6.11,-51.47,3.01,,,-0.12,,-0.37,,-0.06,,B8III,,0.102,-0.021,,0.013,-2,V?,,68,,,,,,
2282,1Zet CMa,CD-30 303,44402,196698,240,,,W,,,2927,6,16,28.4,-,30,1,8,6,20,18.8,-,30,3,48,237.52,-19.43,3.02,,,-0.19,,-0.72,,-0.18,,B2.5V,,0.009,0.003,,0.004,32,SBO,,63,,4.6,175.5,,,*
2653,24Omi2CMa,CD-23 479,53138,172839,270,,,,,,,6,58,50.9,-,23,41,13,7,3,1.5,-,23,50,0,235.55,-8.23,3.02,,,-0.08,,-0.80,,-0.09,,B3Iab,v,-0.004,0.003,,,48,SB,,44,,,,,,*
5435,27Gam Boo,BD+38 256,127762,64203,535,I,,,9300,,Gam Boo,14,28,3.0,+,38,44,44,14,32,4.7,+,38,18,30,67.26,66.17,3.03,,,0.19,,0.12,,0.08,,A7III,,-0.114,0.153,,0.025,-37,V,,139,,9.5,33.4,,3,*
6615,Iot1Sco,CD-401183,161471,228420,666,,,W,,,,17,40,35.4,-,40,5,17,17,47,35.1,-,40,7,37,350.61,-6.13,3.03,,,0.51,,0.27,,,,F2Iae,,0.000,-0.008,,0.019,-28,SB,,36,,9.9,37.5,,,
681,68Omi Cet,BD-03  35,14386,129825,,I,,,1778,,Omi Cet,2,14,17.6,-,3,25,54,2,19,20.7,-,2,58,39,167.75,-57.98,3.04,,,1.42,,1.09,,1.90,,M7IIIe+Bep,v,-0.008,-0.237,,0.024,64,V,,,,7.3,118.7,AC,4,*
5193,Mu  Cen,CD-41 817,120324,224471,508,,,W,,,Mu  Cen,13,43,35.4,-,41,58,32,13,49,37.0,-,42,28,26,314.24,19.12,3.04,,,-0.17,,-0.72,,-0.11,,B2IV-Ve,v,-0.023,-0.020,,,9,SB,,175,,10.7,48,,,*
4069,34Mu  UMa,BD+42 211,89758,43310,386,I,,,,,4829,10,16,22.4,+,42,0,9,10,22,19.7,+,41,29,58,177.90,56.36,3.05,,,1.59,,1.89,,0.96,,M0III,e,-0.082,0.035,,0.035,-21,SBO,,,,,,,,*
4844,Bet Mus,CP-67 206,110879,252019,,,,W,,,,12,40,8.7,-,67,33,38,12,46,16.9,-,68,6,29,302.45,-5.24,3.05,,,-0.18,,-0.74,,-0.21,,B2.5V,,-0.039,-0.017,D,0.015,42,V,,184,,0.2,1.3,,,*
5735,13Gam UMi,BD+72  67,137422,8220,569,I,,,,,Gam UMi,15,20,52.9,+,72,11,23,15,20,43.7,+,71,50,2,108.46,40.84,3.05,,,0.05,,0.12,,0.06,,A3II-III,v,-0.019,0.020,,0.003,-4,V,,171,,,,,,*
7310,57Del Dra,BD+67 112,180711,18222,723,I,,W,,,,19,12,31.9,+,67,29,8,19,12,33.3,+,67,39,42,98.65,23.00,3.07,,,1.00,,0.78,,0.51,,G9III,,0.094,0.093,,0.032,25,V,<,17,,9.2,88.1,,,*
6247,Mu 1Sco,CD-371103,151890,208102,1439,,,,,,Mu1 Sco,16,45,5.7,-,37,52,33,16,51,52.2,-,38,2,51,346.12,3.91,3.08,,,-0.20,,-0.87,,-0.19,,B1.5V+B6.5V,,-0.011,-0.025,,,-25,SB2O,,239,,0.4,390,,,*
7417,6Bet1Cyg,BD+27 341,183912,87301,732,I,,,12540,A,12105,19,26,41.3,+,27,44,58,19,30,43.3,+,27,57,35,62.11,4.57,3.08,,,1.13,,0.62,,0.66,,K3II+B9.5V,,0.002,-0.002,,0.017,-24,V,=<,25,,2.0,34.7,AB,3,*
7776,9Bet Cap,BD-15 562,193495,163481,762,I,,W,,,,20,15,23.6,-,15,5,50,20,21,0.7,-,14,46,53,29.15,-26.37,3.08,,,0.79,,0.28,,0.50,,F8V+A0,,0.042,0.002,,0.010,-19,SBO,,54,,0.3,0.0,*,8,*
3547,16Zet Hya,BD+06 206,76294,117264,334,I,,,,,,8,50,6.4,+,6,19,34,8,55,23.6,+,5,56,44,222.34,30.20,3.11,,,1.00,,0.80,,0.49,,G9II-III,,-0.099,0.014,,0.035,23,,<,17,,,,,,
4232,Nu  Hya,BD-15 313,93813,156256,410,I,,,,,,10,44,41.4,-,15,40,13,10,49,37.5,-,16,11,37,265.05,37.56,3.11,,,1.25,,1.30,,0.64,,K2III,,0.094,0.200,,0.028,-1,,<,17,,,,,,
6832,Eta Sgr,CD-361242,167618,209957,683,I,',W,,,Eta Sgr,18,10,51.6,-,36,47,30,18,17,37.6,-,36,45,42,356.44,-9.68,3.11,,,1.56,,1.71,,1.32,,M3.5III,e,-0.128,-0.167,,0.045,1,V?,,,,4.9,3.5,AB,4,*
